10.1007/s44198-024-00250-9,2025,Ferro-Fluid Flow and Heat Transfer over Unsteady Stretching Sheet in the Presence of a Nonuniform Magnetic Field,24,"Modelling - ODE, Boundary value problem, Two-phase",46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow,"Uses ""Homotopy Perturbation Method"" to solve ""ordinary differential equations"". Focuses on ""heat transfer"" and ""flow""."
10.1088/1402-4896/ad9e40,2025,Numerical analysis of dipole-induced interactions in casson micropolar ferrofluids: Impacts on fluid flow and heat transfer under external magnetic fields,24,"Modelling - ODE, Boundary value problem, Two-phase",45,Application - Application and/or implementation of Flow,46,Application - Application and/or implementation of Heat transfer,"Uses ""BVP4C numerical method"" to solve differential equations. Analyzes ""fluid flow"" and ""heat transfer""."
10.1016/j.rineng.2025.105380,2025,Application of ferrofluids for enhanced oil recovery: Impact on heavy and light oils in heterogeneous and homogeneous micromodels,44,"Application - Geology, Oil-field recovery",12,Material - Formulation,14,Material - Evaluation / Characterization,"Title and abstract explicitly focus on ""Enhanced oil recovery (EOR)"". Also mentions synthesis of ""nanoparticles""."
10.1007/s00216-024-05619-9,2025,Hydrophobic deep eutectic solvent-ferrofluid microextraction followed by liquid chromatography-mass spectrometry for the enantioselective determination of chiral agrochemicals in natural waters,33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",12,Material - Formulation,"Uses ""ferrofluid-based microextraction"" for analyzing ""natural waters"" (Environmental). Mentions preparation of ""magnetite nanoparticles""."
10.1002/pssa.202400545,2025,"Establishment of Theoretically Guided Understanding for Magneto-Optical Interactions through Ferromagnetic Fluids in Uniform, Static Magnetic Field",24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",13,Material - Properties,33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Focuses on ""magneto-optical transmission models"" and ""magnetodielectric effect"". Uses ""Optical coherence tomography""."
10.1007/s13369-025-10226-6,2025,Passive Controlling of Fluid Flow and Heat Transfer Using a Pair of Magnets Through Anisotropic Porous Structure Hexagonal Enclosure,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow,22,"Computation - Computational Fluid Dynamics, CFD","Discusses ""convective heat transfer"" and ""fluid flow"" in ""porous media"". Solved numerically using ""finite element method""."
10.1063/5.0240583,2025,Study of Antioxidant of Self Nano Emulsifying Drug Delivery System (SNEDDS)- Fe3O4/Ginger Extract Ferrofluid,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",12,Material - Formulation,14,Material - Evaluation / Characterization,"Explicitly mentions ""Drug Delivery System"" and ""synthesis"" of ferrofluid. Characterized using ""FTIR, XRD""."
10.1016/j.cis.2024.103314,2024,"A review on synthesis, capping and applications of superparamagnetic magnetic nanoparticles",50,Review - Survey,12,Material - Formulation,30,Application - Other applications not classified below,"Title states ""review"". Covers ""synthesis approaches"" and ""applications in diverse fields""."
10.37934/arfmts.129.1.201219,2025,Performance of a Cylinder and a Flat Plate Bearing Lubricated with Ferrofluid under the Combined Influence of Couple Stress and Inertia Forces: Shliomis Model,47,"Application - Bearing, Seal, Lubricant",24,"Modelling - ODE, Boundary value problem, Two-phase",45,Application - Application and/or implementation of Flow,"Focuses on ""lubrication"" and ""bearings"". Derives ""Reynolds’ equation"" (Modelling)."
10.1002/cphc.202400858,2025,Ferrofluid Droplet Chains in Thermotropic Nematic Liquid Crystals,29,"Computation - Magnetic droplets, Spin of droplet",15,"Material - Manipulation, Droplets, other",13,Material - Properties,"Discusses ""droplet chaining"" and ""droplet formation"" in ""liquid crystals""."
10.1016/j.aej.2024.07.034,2024,Chemically reactive flow of mircopolar Eyring–Powell Ferrofluid passes through stretching surface,45,Application - Application and/or implementation of Flow,24,"Modelling - ODE, Boundary value problem, Two-phase",46,Application - Application and/or implementation of Heat transfer,"Analyzes ""chemically reactive flow"" and ""velocity field"". Uses ""numerical computations"" for differential equations."
10.1063/5.0256574,2025,Phase-field lattice Boltzmann model with adaptive mesh refinement for ferrofluid interfacial dynamics,22,"Computation - Computational Fluid Dynamics, CFD",29,"Computation - Magnetic droplets, Spin of droplet",25,Computation - Analysis of flow properties,"Proposes ""lattice Boltzmann method"" (CFD) for ""interfacial dynamics"". Simulates ""ferrofluid droplet""."
10.1007/s42967-023-00347-w,2025,Error Estimates of Finite Element Method for the Incompressible Ferrohydrodynamics Equations,21,"Computation - Finite Element Analysis, FEA",24,"Modelling - ODE, Boundary value problem, Two-phase",25,Computation - Analysis of flow properties,"Focuses on ""finite element method"" (FEA) and ""numerical approximation"" of ""ferrohydrodynamics equations""."
10.1016/j.jmmm.2024.171981,2024,"Effect of Gd3+ ion doping on structural, optical, magnetic and dielectric properties on superparamagnetic Mg0.5Zn0.5Fe2−xGdxO4 (0 ≤ x ≤ 1) nanoparticles synthesized via oleic acid assisted chemical co-precipitation method",12,Material - Formulation,14,Material - Evaluation / Characterization,13,Material - Properties,"Synthesized via ""chemical co-precipitation"" (Formulation). Characterized by XRD, FTIR, TEM (Evaluation). Studies magnetic/dielectric properties."
10.1016/j.jmmm.2024.172309,2024,Magnetic field induced isotropic ferrofluid to ferronematic phase transition in thermotropic liquid crystal,26,"Theory - Analytical, Theoretical",24,"Modelling - ODE, Boundary value problem, Two-phase",13,Material - Properties,"Studied ""theoretically"" based on ""Flory–Huggins"" and ""Landau-de Gennes"" theory (Theory). Discusses ""phase transition""."
10.1016/j.jmmm.2024.171779,2024,"Influence of rare earth (RE = Y, La, Gd, Ho) substitution on the structural, magnetic and rheological properties of magnetite based ferrofluids",12,Material - Formulation,14,Material - Evaluation / Characterization,15,Material - Rheology,"Prepared using ""chemical co-precipitation"" (Formulation). Evaluated with XRD, TEM, VSM. Studies ""rheological properties""."
10.1063/5.0185949,2024,Phase-field-based finite element model for two-phase ferrofluid flows,21,"Computation - Finite Element Analysis, FEA",22,"Computation - Computational Fluid Dynamics, CFD",29,"Computation - Magnetic droplets, Spin of droplet","Proposes ""finite element model"" (FEA) for ""two-phase ferrofluid flows"" (CFD). Investigates ""droplet"" deformation."
10.1063/5.0230673,2024,Manifestation of surfactant-carrier interaction in ferrofluids in temperature-dependent magnetic rheology,15,Material - Rheology,14,Material - Evaluation / Characterization,13,Material - Properties,"Investigates ""magneto-rheology"" (Rheology). Uses DLS and magnetic techniques (Evaluation). Discusses ""surfactant-carrier interactions""."
10.2174/0122106812266952231228124814,2024,Synthesis and Characterization of Magnetic Nanoparticles and its Study to Displace Oil from a Hele-Shaw Cell,44,"Application - Geology, Oil-field recovery",45,Application - Application and/or implementation of Flow,12,Material - Formulation,"Studies ""oil recovery"" (Application). Uses ""Hele-Shaw cell"" for flow (Flow). Synthesizes ""novel functionalized magnetic nanoparticles""."
10.1016/j.jmmm.2023.171655,2024,Hydrothermal characteristics of ferrofluid in a wavy chamber with magnetic field-dependent viscosity: Effects of moving walls,46,Application - Application and/or implementation of Heat transfer,22,"Computation - Computational Fluid Dynamics, CFD",25,Computation - Analysis of flow properties,"Investigates ""hydrothermal characteristics"" and ""heat transfer"" (Heat transfer). Uses ""numerical simulation"" (CFD)."
10.1063/5.0238005,2024,Forced flow reversal in ferrofluidic Couette flow via alternating magnetic field,45,Application - Application and/or implementation of Flow,22,"Computation - Computational Fluid Dynamics, CFD",28,Computation - Stability of the material and other,"Examines ""Couette flow"" (Flow) using ""numerical methods"" (CFD). Discusses ""flow pattern reversal"" and stability."
10.3390/nano14070634,2024,Incidence of the Brownian Relaxation Process on the Magnetic Properties of Ferrofluids,13,Material - Properties,14,Material - Evaluation / Characterization,26,"Theory - Analytical, Theoretical","Studies ""Brownian relaxation"" and ""magnetic properties"" (Properties). Uses AC susceptibility (Evaluation). Discusses Néel vs Brownian (Theory)."
10.1017/jfm.2024.32,2024,Two-phase volume-averaged predictive theory of dilute ferrofluid spin-up flow in a rotating magnetic field,26,"Theory - Analytical, Theoretical",45,Application - Application and/or implementation of Flow,25,Computation - Analysis of flow properties,"Develops ""predictive theory"" (Theory) for ""spin-up flow"" (Flow). Uses ""volume-averaged approach""."
10.1016/j.ijheatmasstransfer.2024.109433,2024,On thermal non-equilibrium (TNE) model for heat transfer in ternary ferro-nanofluid with rectangular porous fin,46,Application - Application and/or implementation of Heat transfer,24,"Modelling - ODE, Boundary value problem, Two-phase",25,Computation - Analysis of flow properties,"Studies ""heat transmission"" (Heat transfer) using ""thermal non-equilibrium model"" (Modelling). Solves using RK-45."
10.1016/j.csite.2024.104579,2024,Investigation of natural convection heat transfer in various structures of a partitioned triple porous enclosure under permanent magnetic field,46,Application - Application and/or implementation of Heat transfer,22,"Computation - Computational Fluid Dynamics, CFD",25,Computation - Analysis of flow properties,"Analyzes ""natural convection heat transfer"" (Heat transfer). Uses ""control volume finite element method"" (CFD)."
10.1109/TMAG.2024.3418627,2024,Structural and Magnetic Characterization of a Ferrofluid Obtained Through an Economical Way of Chemical Synthesis,12,Material - Formulation,14,Material - Evaluation / Characterization,13,Material - Properties,"Produced by ""economical co-precipitation"" (Formulation). Characterized by XRD, TEM, SAXS (Evaluation). Studies magnetic properties."
10.1063/5.0223322,2024,Impedance measurements on kerosene-based ferrofluids,13,Material - Properties,14,Material - Evaluation / Characterization,24,"Modelling - ODE, Boundary value problem, Two-phase","Studies ""impedance behavior"" (Properties). Uses ""Poisson-Nernst-Planck equations"" model (Modelling)."
10.1088/2043-6262/ad3ddb,2024,Fe3O4/CoFe2O4 core-shell nanoparticles with enhanced magnetic properties for hyperthermia application,12,Material - Formulation,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",13,Material - Properties,"Fabricated ""core-shell nanoparticles"" (Formulation). Tested for ""hyperthermia"" (Medical). Enhanced ""magnetic properties""."
10.1007/s00245-024-10127-4,2024,On the Existence of Global Weak Solutions to the 3D Electrically Conductive Rosensweig System and Their Convergence Towards Quasi-Equilibrium,24,"Modelling - ODE, Boundary value problem, Two-phase",26,"Theory - Analytical, Theoretical",13,Material - Properties,"Studies ""Rosensweig model"" (Modelling). Proves ""global existence of weak solutions"" (Theory). Discusses ""electric conductivity""."
10.1016/B978-0-12-821978-2.00103-3,2023,"ESPResSo, a Versatile Open-Source Software Package for Simulating Soft Matter Systems",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Abstract mentions simulations of 'soft magnetic materials' which includes ferrofluids."
10.1002/htj.22715,2023,"Magnetic dipole effects on non-Newtonian ferrofluid over a stretching sheet",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'non-Newtonian ferrofluids'."
10.1016/j.jmmm.2023.170666,2023,"Forced vortex merging and splitting events in ferrofluidic Couette flow",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Title and abstract explicitly discuss 'ferrofluidic Couette flow'."
10.3390/colloids6040062,2022,"The Viscosity and Self-Diffusion of Some Real Colloidal Ferrofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",13,"Material - Properties","Title and abstract explicitly discuss 'Colloidal Ferrofluids'."
10.1142/S0217979223500698,2023,"Hydrothermal features of the magnetite nanoparticles on natural convection flow through a square conduit by using the finite element method",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Abstract explicitly mentions 'Ferrofluids' and their applications."
10.1016/B978-0-12-823717-5.00014-0,2023,"Growth of nanorods and nanotubes of ferrites",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Abstract mentions 'ferrofluids as coolant' as an application."
10.1016/j.mtcomm.2023.105439,2023,"Structural influence of chromium substituted magnetite ferrofluids on the optical and antibacterial characteristics",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'magnetite ferrofluids'."
10.1016/j.cis.2022.102810,2023,"Magnetic nanofluids (Ferrofluids): Recent advances, applications, challenges, and future directions",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'Magnetic nanofluids (Ferrofluids)'."
10.1142/S0217984923410038,2023,"Numerical analysis of ferromagnetic Carreau fluid flow comprising viscos dissipation aspects",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Abstract explicitly mentions 'transportation of heat in ferrofluids'."
10.1007/s40544-022-0616-7,2023,"Typical dampers and energy harvesters based on characteristics of ferrofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'ferrofluid dampers'."
10.1016/j.jmmm.2022.169921,2022,"Ferrofluid high internal phase emulsion polymer foams for soft, magnetic materials",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Ferrofluid high internal phase emulsion'."
10.1115/1.4055343,2023,"Peculiarities of Convective Heat and Mass Transfer in Magnetic Nanofluids",46,"Application - Application and/or implementation of Heat transfer",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,"Computation  - Stability of the material and other","Abstract explicitly mentions 'ferrofluids' and 'ferrohydrodynamic effects'."
10.1063/5.0128705,2023,"Temperature evolution equation of a compressible turbulent ferrofluid",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'compressible turbulent ferrofluid'."
,2023,"Scientific Results of FARGO - A Verification of Novel Ferrofluid Systems on the ISS",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,"Computation  - Stability of the material and other",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'Ferrofluid Systems' and 'FARGO' project."
10.1109/SENSORS56945.2023.10324887,2023,"A Simple and Low-Cost Technique to Measure the Magnetic Susceptibility of Ferrofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.","Title and abstract explicitly discuss 'Magnetic Susceptibility of Ferrofluids'."
10.1134/S1061933X22600506,2023,"Viscoelastic Properties of Ferrofluids with Clustered Particles",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Title and abstract explicitly discuss 'Viscoelastic Properties of Ferrofluids'."
10.3389/fphar.2023.1174120,2023,"Targeted delivery of silibinin via magnetic niosomal nanoparticles: potential application in treatment of colon cancer cells",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Abstract mentions 'MNPs ferrofluids were prepared'."
10.1063/5.0121457,2023,"Using the Magpylib library to analyze the ferrofluids in magnetic field sourcing from cylinders",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss analyzing 'ferrofluids' with Magpylib."
10.1016/j.jmmm.2022.170329,2023,"Three-dimensional coupled flow and heat transfer in non-newtonian magnetic nanofluid: An application of Cattaneo-Christov heat flux model",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract discuss 'magnetic nanofluid' (ferrofluid)."
10.1088/1402-4896/aca56c,2023,"Mesoscopic simulation of MHD mixed convection of non-newtonian ferrofluids with a non-uniformly heated plate in an enclosure",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'non-Newtonian ferrofluids'."
10.1016/j.jmmm.2023.170710,2023,"Flow of water conveying Fe3O4 and Mn–ZnFe2O4 nanoparticles over a rotating disk: Significance of thermophoresis and Brownian motion",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,"Computation  - Stability of the material and other",45,"Application - Application and/or implementation of Flow","Abstract explicitly mentions 'applications of ferrofluids' and 'viscosity of ferrofluid'."
10.18416/IJMPI.2023.2303080,2023,"A refined debye model for the dynamic magnetization response of superparamagnetic nanoparticles",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",22,"Computation - Computational Fluid Dynamics, CFD","Abstract mentions 'MPI uses ferrofluids'."
10.24132/acm.2023.845,2023,"Oscillatory convection in viscoelastic ferrofluid layer: Linear and non-linear stability analyses",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",26,"Computation - Analysis of heat transfer properties","Title and abstract explicitly discuss 'ferroconvection' and 'viscoelastic ferrofluid'."
10.52254/1857-0070.2023.2-58-05,2023,"Development of a Model and Experimental Study of Thermal Processes in a Ferrofluid Sealer; [Elaborarea unui model și studiu experimental al proceselor termice într-un etanșant magnetofluidic]; [Разработка модели и экспериментальное исследование тепловых процессов в магнитожидкостном герметизаторе]",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Ferrofluid Sealer'."
10.1063/5.0121816,2023,"Preparation of Fe3O4/DEA-TMAH Ferrofluid and Their Performance as Energy Harvester",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Fe3O4/DEA-TMAH Ferrofluid'."
10.1115/1.4056626,2023,"Theoretical Development in the Viscosity of Ferrofluid",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,"Computation  - Stability of the material and other",40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)","Title and abstract explicitly discuss 'Viscosity of Ferrofluid'."
10.1016/j.matpr.2023.04.279,2023,"Synthesis of Ni-Co alloy nanocrystalline powder by a novel chemical method and their characterization",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Abstract lists 'ferrofluids' as an application of Ni-Co NPs."
10.1016/j.amc.2022.127503,2023,"A simplified phase-field lattice Boltzmann method with a self-corrected magnetic field for the evolution of spike structures in ferrofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'spike structures in ferrofluids'."
10.1201/9781003274247,2023,"Material Aspects of Ferrofluids",28,"Computation  - Stability of the material and other",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids",31,"Experimentation - Other than just evaluation of the ferrofluid itself","Title and abstract explicitly discuss 'Material Aspects of Ferrofluids'."
10.1016/j.amc.2022.127239,2022,"Linear and weakly non-linear stability analysis of oscillatory convection in rotating ferrofluid layer",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'convection in rotating ferrofluid layer'."
10.1021/acs.nanolett.2c01721,2022,"Shape-Reconfigurable Ferrofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Shape-Reconfigurable Ferrofluids'."
10.1016/j.molliq.2022.120308,2022,"Dynamics of domain formation in a ferromagnetic fluid",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",29,"Computation - Magnetic droplets, Spin of droplet","Abstract defines 'Ferrofluids' and discusses their properties."
10.3390/magnetochemistry8090100,2022,"Steady-State and Dynamic Rheological Properties of a Mineral Oil-Based Ferrofluid",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Title and abstract explicitly discuss 'Rheological Properties of a Mineral Oil-Based Ferrofluid'."
10.1007/s13204-022-02533-3,2022,"Optimization and experimental analysis of sustainable solar collector efficiency under the influence of magnetic nanofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract discuss 'magnetic nanofluids' (ferrofluids)."
10.1007/s00366-021-01434-3,2022,"Droplet moonwalking: The unusual motion of magnetic droplets across a smooth hydrophobic substrate within a perpendicular rotating magnetic field",28,"Computation  - Stability of the material and other",29,"Computation - Magnetic droplets, Spin of droplet",31,"Experimentation - Other than just evaluation of the ferrofluid itself","Abstract explicitly mentions 'ferrofluid droplets'."
10.1016/j.triboint.2021.107346,2022,"Design of smart lubricants using the inverse ferrofluid approach",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'inverse ferrofluid approach'."
10.31349/RevMexFis.68.031003,2022,"Magnetic susceptibility of ferrofluids determined from diffusion coefficient of a tracer",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.","Title and abstract explicitly discuss 'Magnetic susceptibility of ferrofluids'."
10.1016/j.jmmm.2022.169371,2022,"Ferrofluids to improve field homogeneity in permanent magnet assemblies",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,"Computation  - Stability of the material and other",22,"Computation - Computational Fluid Dynamics, CFD","Title and abstract explicitly discuss using 'Ferrofluids' for field homogeneity."
10.1016/j.bios.2022.113963,2022,"Ferrofluids transport in bioinspired nanochannels: Application to electrochemical biosensing with magnetic-controlled detection",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Ferrofluids transport'."
10.1016/j.jmmm.2022.169685,2022,"A scientometrics investigation of magnetic nanofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",45,"Application - Application and/or implementation of Flow","Title and abstract explicitly discuss 'magnetic nanofluids' (ferrofluids)."
10.1039/d1sm01569a,2022,"Magnetowetting dynamics of sessile ferrofluid droplets: a review",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",29,"Computation - Magnetic droplets, Spin of droplet","Title and abstract explicitly discuss 'sessile ferrofluid droplets'."
10.1016/j.ceramint.2022.06.104,2022,"Magnetic hyperthermia properties of CoFe2O4 nanoparticles: Effect of polymer coating and interparticle interactions",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Abstract mentions 'heating efficiency of the ferrofluids'."
10.3390/ma15072601,2022,"Magnetite Nanoparticles: Synthesis and Applications in Optics and Nanophotonics",28,"Computation  - Stability of the material and other",30,"Application - Other applications not classified below",45,"Application - Application and/or implementation of Flow","Abstract mentions 'magnetic ferrofluids' applications in optics."
10.1016/j.cjph.2022.05.014,2022,"Heat and mass transfer study of ferrofluid flow between co-rotating stretchable disks with geothermal viscosity: HAM analysis",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Title and abstract explicitly discuss 'ferrofluid flow'."
10.1016/j.jmmm.2022.169354,2022,"Time profile of temperature rise in assemblies of nanomagnets",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Abstract mentions solving equations for a 'generic ferrofluid'."
10.1016/j.ijft.2022.100169,2022,"Synthesis and characterization of goethite (α-FeOOH) magnetic nanofluids",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Magnetic nanofluids' (ferrofluids)."
10.22060/ajme.2022.20632.6012,2022,"Evaluation of Micropolar Fluid Transport through Penetrable Medium: Effect of Flow and Thermal Slip",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",46,"Application - Application and/or implementation of Heat transfer","Abstract mentions 'ferrofluids' as a practical application of the study."
10.30491/JABR.2020.238608.1259,2022,"Surface Modification of Superparamagnetic Iron Oxide Nanoparticles by Argon Plasma for Medical Applications",28,"Computation  - Stability of the material and other",31,"Experimentation - Other than just evaluation of the ferrofluid itself",40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)","Abstract mentions heat generation in a 'ferrofluids system'."
10.1021/acs.energyfuels.2c02705,2022,"Experimental Investigation of Magnetorheological Behavior of Fe3O4@PVP@OA Ferrofluid for Potential Application in Gas Condensate Blockage Reduction",31,"Experimentation - Other than just evaluation of the ferrofluid itself",28,Computation  - Stability of the material and other,33,"Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids","Title and abstract explicitly discuss 'Fe3O4@PVP@OA Ferrofluid'."
10.1002/admi.202200288,2022,Liquid–Liquid Encapsulation of Ferrofluid Using Magnetic Field,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,29,"Computation - Magnetic droplets, Spin of droplet",18.0,"The paper describes a method for encapsulating ferrofluid droplets within PDMS using a magnetic field for potential drug targeting applications."
10.1145/3533050.3533060,2022,Application of Hybrid PSO and SQP Algorithm in Optimization of the Retardance of Citrate Coated Ferrofluids,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids,19.0,"The paper applies optimization algorithms to maximize the magneto-optical retardance of citrate-coated ferrofluids for biomedical applications."
10.1016/j.applthermaleng.2022.118058,2022,On-demand augmentation in heat transfer of Taylor bubble flows using ferrofluids,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,46,Application - Application and/or implementation of Heat transfer,18.0,"The paper examines the augmentation of heat transfer in Taylor bubble flows using ferrofluids and magnetic manipulation."
10.1038/s41598-022-20959-1,2022,Hydrodynamic analysis of the magnetic field dependent viscous fluid flow and thermosolutal convection between rotating channels,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,46,Application - Application and/or implementation of Heat transfer,26.5,"The paper analyzes the hydrodynamics of fluid flow and thermosolutal convection between rotating channels under the influence of a magnetic field."
10.1088/1361-6463/ac4181,2022,Reply to Comment on 'The magnetic body force in ferrofluids',,,,,,,0.0,"This is a reply to a comment on a previous paper regarding the magnetic body force in ferrofluids."
10.1088/1361-6463/ac7425,2022,Effect of ferrofluid magnetization on transformer temperature rise,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,46,Application - Application and/or implementation of Heat transfer,22.0,"The paper studies the effect of ferrofluid magnetization and nanoparticle concentration on the temperature rise of a transformer."
